Feature_1,Feature_2
-9.36659279110729,6.346201890614193
-9.827803126712556,6.881284039634404
-1.563270974134083,7.610315930731646
-7.129960574862573,-5.616516213490678
-11.182170972090542,6.164223657943689
-5.8933186244689475,-7.064038902733888
4.839036900956961,2.4162846706288943
-6.404756018734302,-7.528392829000517
-3.0602479965748337,8.800778305034932
3.269879814445056,2.728206333869636
-3.2011602271165565,11.1444060403836
5.050446645087906,1.1763236493909797
-2.2690044887972816,6.760665485736579
-4.136873976410726,8.53054400701816
-9.58656671112611,6.763328724169303
-3.3165586810117054,8.637474659610888
-10.710001560201647,7.3788206041592925
2.310964861571853,2.187592145925574
-2.397558441302504,10.128227867311145
-1.8343119651824393,11.533310097879797
5.972263752086616,1.029385017836265
-2.6946761914686608,9.47894461353504
-5.758239497720856,-7.049225582003406
-8.967505013780464,7.069407876035497
-3.0421279697870816,8.478696911592525
-8.229052952033435,8.981326829255288
-9.501614786789593,8.192222825198323
-7.820580976869763,-4.4738642262376676
-6.893710979925222,-7.911952120484653
3.6169372421587496,1.0349878562304782
-3.6483143969530416,8.363043739155135
3.408352463457822,2.5280129614703952
-7.883441567610128,6.339026515703506
4.886086641977836,0.540570088421946
-10.580797478164346,8.895428323059907
-2.2476186982580013,10.517500295623114
-7.9677908474938555,6.263032792694434
-6.597915634376239,-7.463094244952746
-8.961412670583751,6.132994244716423
-6.486607819007537,-4.7225131281776775
6.096826657792717,1.159349798479134
-2.2130146737215712,8.92867332506723
-9.399074914319378,6.826080999506139
-7.011348013191781,-5.456620834506466
-2.54911615821378,7.670306384935859
-2.093592676718074,10.783028179634186
-8.756026583833709,6.774216851718819
4.081710756224632,2.067324944235003
-8.450084695249528,6.849864404457866
6.463798174795256,0.5496818602898557
-6.792451949228485,-7.658845561514875
-8.84749629415012,9.025458675222232
-6.458039208139895,-7.960971347552405
-0.8096194716000069,8.418275377183628
-5.523435429477869,-6.802463339654321
5.232183675480057,6.403810898193661
-8.384707792900969,6.839390762555401
5.747761384859071,2.447867749917705
4.770423783267036,2.734619959639936
-3.038932209656506,10.229976688350074
-8.56737101481116,8.210017888468714
7.092867217082808,-0.2717312855101448
5.67441869297634,2.3265641329488327
-5.297614826912487,8.611034063648466
-7.165935961902204,-5.7628029996784385
-7.9128040632018815,-6.314402546043465
-7.705838045591571,-7.125573817744571
-6.061270081349047,-8.173447998889497
-8.838516996409698,-6.943989447007058
-3.7308468938377706,9.558917423428781
-5.3783265629237915,-6.8559551753982735
-5.6624390312742445,-8.902660002662529
-9.643012090827483,7.569599812843059
5.184102104487678,1.8894164343853284
-2.9601219991547314,7.331243937846385
-8.527302406989195,7.2657490896321955
-9.257185606197128,-6.982597638715653
-7.752629751938023,-6.707156738828308
-3.199932116459376,8.678838315936053
-5.52327105232179,-7.419661593196357
-3.6739534114373376,9.375670560682886
-2.592009262870134,10.16834896077415
-8.262272990867972,6.19933438398037
-2.128244676938652,10.136163024389035
-5.786639777237312,-7.54354879728771
-7.877281827761097,6.024360032642442
-7.495378385727232,7.616106885295098
6.785519524044571,2.5180775429892877
6.670151212551362,2.4388986515458306
3.055559063077447,0.8946708880383409
-10.758143829925588,7.9483871367356285
-2.5503975680291946,10.813626332384429
-8.28750095702766,7.7072343365786935
-1.456485187695365,9.39234990430696
-3.1184218573848446,9.60454367627868
-9.47502445778527,5.945963339021528
-8.107390684941254,-7.043846001050434
-2.210332409667063,9.913382430742228
-9.716075786659905,5.247908499734507
-8.362877617928755,9.481838099940479
4.093691728393002,1.2218410664809634
5.0513343006286275,2.6180718892642014
4.400538248317235,1.4062186090830742
-1.5995108839532461,7.968490555184372
-3.474297774758784,8.658691895969424
-2.230941010751811,6.8140138468418545
-2.1140365900490194,6.986789949531177
-2.2211308451549923,9.412701569119843
-4.403467365012981,-7.762559290597204
-10.446680466528022,7.970937537692859
5.429078055158792,0.11854643207263282
-3.4099389092394228,8.643915384561794
-3.438965266379916,8.437265528076104
-2.431540187661638,7.375825714052846
-2.5247194315013743,7.797918559899037
4.868797486137592,1.2829202752081181
-10.031160834111436,7.104633435702554
-8.849731899605779,-5.323156362985722
-10.989738465815744,6.919282408851198
-8.036547179875928,-8.276426497981838
-6.282378699773922,-5.117459843322982
-6.621920837069291,-6.8656283323768825
-0.8959841654762362,7.402157405987198
-8.17528724912188,7.68146059322377
-6.49746607737474,-7.740869110315983
-8.985432986838893,6.224651408808214
-8.132036051586072,8.194656782053103
-3.287657923404603,9.71771386036532
-7.645156820739427,6.737004056815744
-7.489423452279577,-7.7919133503776425
5.88538776587967,3.1850420437808706
-4.715784520646648,8.983795171431723
-2.4036727300369227,6.728581876407295
-4.492853130442738,8.367655469571202
-4.2094979119752916,8.186465288544406
5.220614207055627,2.9687881572363715
4.349425462125967,0.5382190246811551
-9.148683932223387,6.19794464234905
-2.5033171479139202,8.744510924816902
-7.470574146088468,-8.09820514344824
-3.0490931668779453,9.63823017832218
4.3576825028248,1.106373094929619
-4.509767077536985,-4.861467624466261
-2.4090934945788534,8.670427675162575
2.892603375380986,1.416300500144543
3.817279570579138,2.7547070952156094
5.574670272892906,2.697242852152886
4.958073255457624,2.9244304203321594
-5.410312560994582,-7.560416690437151
-3.2912260528680144,9.281377879933476
-3.553425309902143,7.390136871662737
-6.578893853782162,7.364076000266191
4.963019484123389,1.2570652361470493
-8.643858487497235,-5.410781248092661
-2.1686593044284876,9.314499691205194
3.2595379681139587,1.5884932627236414
-6.900917297542518,-7.212067028034106
-9.448404076388117,6.661331938757321
-8.10394642904203,5.4127748438894
3.6234427845967985,2.149953555778089
-5.521904492755956,9.95947400822983
-9.84528874802848,5.733303224889717
-5.095802419300369,-6.747083763839159
-7.456931746147474,6.854236236523919
4.7068188624410014,0.6587538414355156
-7.836534347689565,6.948595853505686
-7.421321242612342,-6.613252165314665
-2.4399328816205696,11.8470145575564
-1.908964822593318,9.355818502416486
-1.57365282307763,7.598792164299273
-1.1949513863604766,9.879009115788111
-3.5665354924216235,10.796710693968492
-7.845307309659162,-7.569411135536572
4.1263866413510275,2.958028297412725
3.511143887522958,2.5045886793434935
-6.851440490753486,-6.30741155834368
-5.876458458922491,-6.669266286676842
4.335523478004452,5.101364225518793
7.0803584627926295,3.160504733574551
-6.161889401541291,-6.157512257622025
-8.738749501042175,7.144494094797812
-3.13523775625671,9.141847106364667
-9.600345079423734,7.9797113843808365
6.517151835749482,0.32850709928600463
5.2964029235252434,3.2790701701484206
-11.680718931782392,6.407093371707655
-6.506835885789561,-7.029774105798784
-0.8237015387929632,8.754643382638806
0.9124213951486682,0.7951238964062988
4.13382767652657,2.1235213478197372
-6.951708153015418,-5.781695924699523
-5.006719313744284,-8.467226270223073
-7.828948967462658,-7.249703311176889
-10.685741024932218,7.5575060967460095
3.7999572097533942,2.222097061960003
-8.397895379225009,-4.77393201254344
-6.901495830239362,-8.033018362609427
7.105414538952226,2.702176559606445
3.5189949154666817,2.878316978244552
-8.62918156331874,7.608976589744089
-1.6599610560580282,9.211359651566788
-2.642193147799227,8.66801687827064
-7.825180646052666,-6.599869300060248
3.962109365742258,2.9502120955149103
-1.5747929272994226,10.573962161054768
-6.522083490713565,-5.1834499437839625
-8.013212144437146,-6.300456100430425
-9.581886573514916,6.079742711342149
-6.768081831409644,-6.195679014023496
-2.0933161942479708,8.27239841040243
-2.3945985532019627,8.435289125964692
-7.98928917081839,-6.091150414277742
-5.210812042186973,-5.776948143277959
3.189862288742799,3.0287109230537244
-8.782527884499459,6.36793028162601
-5.151916581240838,-6.794900595793205
-8.110628610613784,9.934819701973758
-8.174694810378389,7.090020721549261
-3.9316909405625444,7.495761023151404
-9.1546372083604,4.676313576052781
-7.884511338274998,4.780717310139636
-9.322107274107548,-7.484727868208822
-9.708131113712959,5.687931149461378
-8.379767116731852,-6.109986162121403
4.654831011887694,3.6447338726716465
3.7284799870304957,1.8412227762537983
-9.349265005723538,7.757418482500283
-6.898114876302561,8.33740863599057
4.277319204891704,2.8459842875079895
4.551211870401882,2.3654944549798724
5.585248020221765,4.154481613992772
-7.7732235769746225,9.519352052039352
-2.903319317058535,8.09166726859346
-8.24037448071691,-9.225226597700061
4.692286452117488,1.2238292841940424
-6.095381274162062,-7.2369163633584215
-9.587939280608493,7.378031387512579
4.615842003169331,2.1080961747458313
-6.9466148861095345,7.037131470008868
-8.914319525080424,5.930854285771878
-8.505086671205136,9.710233833940958
-6.508500846762467,-7.831425178361118
-5.547799686626192,-5.96969749521857
5.359396286157859,0.9874384940620071
-7.086735067775905,7.94326946573606
-8.713218998764791,-7.569390869672786
-6.085961600683491,-7.341513135944658
-6.8735969364753595,-6.826081910446494
-8.539646879656306,6.2835587966286335
-6.250465202805726,-7.112631143574925
-8.411510002259005,6.62893995077551
-7.0047013618766565,-6.418141112862164
-9.51958076951071,6.329933530366914
7.301736187902636,-0.17418528753977824
-4.361353817950947,-7.8096526214343704
-8.462361276807224,7.07155730736851
3.573908793913306,1.9047155244696619
-4.036611579285945,9.240676549447814
-10.538701939282827,8.638840065186672
-2.1721642787592668,8.192781997467998
4.382896633103373,2.794270252146638
-1.3235481721824067,10.085258265181949
-8.74935420284125,6.3330460839712
-4.292460568778803,9.093133549225254
-5.930398389815036,-5.9445735118752125
3.8788244017444553,2.9534680189563893
-6.741287214682586,-6.288504934108385
4.720151233966623,1.5300590475497078
5.499266482119852,2.6750954891892165
-2.730412732551041,9.361065571881976
-0.6931028852192502,9.896836066724166
-6.767299677820113,-7.7690708447097325
4.097157190570253,3.225462870453203
5.23216939351806,2.564023527489772
-8.724095605392401,8.187618107376261
-7.681091026039404,6.6600972655470825
-7.189445050762512,-6.05493599911059
-3.7814828431596825,7.638648510505551
-0.3400838366606407,9.215050612954936
3.6660660604494355,0.23109537555198778
3.7511298395098938,1.7008282861897217
5.150271178596264,2.863998845384469
6.297343118654134,0.3219282100843768
-8.544924183873192,-8.498692933808986
-8.449056888017434,6.8459418145127815
4.713800858187883,0.73376318932203
-6.13744484912835,-5.3061833021137454
5.736980864245284,2.7222696229423997
4.465325976937181,2.649734471397995
-6.437951924871067,-6.917708553584154
-2.136501058248736,8.571441505719557
-7.3972024833524,-6.163832171076323
5.977517151206305,1.9849377041132572
-2.7618202940658887,9.42496558543683
-9.113118010532382,6.279824704150865
-3.8328402370883983,9.446338849295845
3.686534573667718,1.328961487714217
-4.357803342798162,9.22661506551047
-8.817146620568026,9.251425824615279
-7.838280948514502,8.882506453124396
